CO2,Radiation,diameter,humidity,outside_temperature,inside_temperature,measurement,Yield
63.71,37.99,44.95,0.78,63.71,41.88,9.97,54.9
64.08,38.11,43.86,0.74,64.08,41.2,9.24,54.9
64.29,36.01,43.23,0.74,64.29,40.05,10.0,54.9
64.8,34.88,42.66,0.74,64.8,38.19,9.64,54.9
64.68,35.25,42.61,0.73,64.68,38.68,9.54,54.9
61.42,18.07,27.34,0.64,61.42,25.37,9.95,27.3
61.78,17.77,27.23,0.64,61.78,25.27,9.95,27.3
61.47,18.24,27.22,0.64,61.47,25.39,9.95,27.3
61.56,18.03,27.21,0.64,61.56,25.33,9.95,27.3
61.36,18.33,27.28,0.64,61.36,25.44,9.95,27.3
61.25,18.54,27.33,0.64,61.25,25.52,9.94,27.3
62.07,43.31,44.08,0.7,62.07,46.64,9.74,55.3
61.86,42.31,44.68,0.74,61.86,45.48,9.81,55.3
61.79,42.29,44.6,0.74,61.79,45.48,9.82,55.3
62.2,42.24,45.01,0.74,62.2,45.4,9.83,55.3
61.91,42.52,44.72,0.74,61.91,45.43,9.78,55.3
65.31,34.64,42.1,0.7,65.31,39.17,10.0,58.5
65.86,35.64,43.66,0.72,65.86,40.36,10.0,58.5
65.41,34.99,42.53,0.71,65.41,39.58,10.0,58.5
45.13,30.25,30.62,0.73,46.02,35.45,9.9,37.8
45.01,30.84,29.28,0.67,46.53,35.66,10.0,37.8
46.44,32.29,28.76,0.63,46.44,37.34,10.0,37.8
46.53,32.27,28.75,0.63,46.53,37.34,10.0,37.8
46.51,32.38,28.63,0.62,46.51,37.43,10.0,37.8
46.66,31.23,29.24,0.67,46.66,35.66,10.0,37.8
63.09,20.56,25.38,0.57,63.09,28.74,9.98,25.5
63.11,20.53,25.36,0.57,63.11,28.68,9.98,25.5
63.22,22.27,25.55,0.55,63.22,30.05,9.98,25.5
63.1,20.77,25.42,0.57,63.1,28.83,9.98,25.5
63.1,21.5,25.52,0.56,63.1,29.56,9.99,25.5
62.57,18.99,24.28,0.56,62.57,27.44,9.98,25.5
28.33,24.56,29.83,0.92,33.76,30.01,4.73,68.5
64.43,29.72,36.52,0.68,64.43,35.09,9.91,17.0
64.02,28.35,35.47,0.67,64.02,34.21,10.0,17.0
63.51,28.28,35.41,0.68,63.51,33.88,10.0,17.0
63.82,28.27,35.48,0.68,63.82,34.04,10.0,17.0
63.49,28.11,35.49,0.68,63.49,33.75,10.0,17.0
63.8,27.93,35.64,0.68,63.8,33.79,10.0,17.0
65.63,33.04,40.51,0.73,65.63,37.9,9.97,20.4
65.82,33.16,40.46,0.72,65.82,38.11,9.97,20.4
65.73,33.11,40.5,0.72,65.73,38.02,9.97,20.4
65.87,33.18,40.5,0.72,65.87,38.16,9.97,20.4
65.57,33.0,40.5,0.73,65.57,37.81,9.97,20.4
65.58,33.0,40.45,0.73,65.58,37.8,9.97,20.4
63.42,23.11,25.99,0.55,63.42,28.37,9.94,26.5
63.0,22.49,25.67,0.56,63.0,28.86,9.96,26.5
62.89,21.84,26.97,0.59,62.89,28.31,9.96,26.5
62.86,22.23,27.23,0.59,62.86,28.69,9.96,26.5
63.21,23.64,26.8,0.57,63.21,29.6,9.96,26.5
62.83,22.25,28.26,0.61,62.83,29.38,9.96,26.5
55.77,25.99,29.91,0.66,55.77,30.37,9.84,47.4
54.81,25.41,29.78,0.66,54.81,30.57,9.85,47.4
54.84,25.35,29.75,0.65,54.84,30.53,9.84,47.4
54.86,25.34,29.74,0.65,54.86,30.52,9.84,47.4
54.58,25.36,29.86,0.66,54.58,30.63,9.86,47.4
55.02,25.72,30.06,0.66,55.02,30.55,9.94,47.4
39.11,22.83,30.43,0.9,39.11,28.22,3.09,31.3
38.1,22.99,30.06,0.9,38.1,28.4,3.06,31.3
38.35,22.95,30.15,0.9,38.35,28.35,3.08,31.3
36.39,28.17,29.83,0.91,36.39,28.92,2.43,31.3
36.21,28.05,29.73,0.91,36.21,28.94,2.45,31.3
35.89,27.83,29.56,0.92,35.89,28.96,2.51,31.3
71.5,47.13,51.51,0.75,71.5,48.29,9.96,53.5
71.49,47.02,51.49,0.75,71.49,48.12,9.95,53.5
71.57,47.98,52.59,0.77,71.57,49.11,9.98,53.5
70.84,49.08,52.55,0.77,70.84,49.78,9.98,53.5
70.71,49.13,52.63,0.77,70.71,49.81,9.98,53.5
71.24,48.61,51.11,0.74,71.24,48.61,9.93,53.5
42.19,22.24,28.11,0.67,46.94,33.09,10.0,41.0
46.22,24.02,27.44,0.63,46.22,34.87,10.0,41.0
40.92,22.19,27.68,0.66,45.69,33.68,10.0,41.0
42.53,27.37,28.16,0.63,46.7,36.04,10.0,41.0
46.53,27.99,28.32,0.63,46.53,36.19,10.0,41.0
46.54,28.43,28.33,0.62,46.54,36.4,10.0,41.0
42.19,23.27,29.34,0.79,43.58,28.47,9.94,35.0
39.72,25.41,29.21,0.8,42.23,29.97,9.96,35.0
40.28,25.94,29.29,0.8,42.52,30.05,9.95,35.0
39.63,25.52,29.24,0.8,42.2,30.04,9.95,35.0
39.82,25.52,29.23,0.8,42.28,30.04,9.95,35.0
39.71,25.49,29.23,0.8,42.23,30.02,9.95,35.0
61.33,28.72,38.6,0.81,61.33,34.61,9.22,15.1
60.58,28.4,38.11,0.82,60.58,33.96,9.04,15.1
61.68,28.28,38.44,0.8,61.68,34.8,9.3,15.1
60.41,28.25,38.07,0.81,60.41,33.87,9.24,15.1
60.39,27.99,37.4,0.8,60.39,33.59,9.33,15.1
60.45,28.13,37.65,0.8,60.45,33.73,9.29,15.1
39.28,25.3,31.76,0.89,39.28,30.09,5.24,65.6
35.62,26.17,32.1,0.88,39.09,30.69,6.1,65.6
40.39,25.72,32.13,0.87,40.39,30.39,6.23,65.6
40.27,26.8,32.71,0.87,40.27,31.76,6.24,65.6
40.14,26.62,32.64,0.87,40.14,31.62,6.37,65.6
40.1,27.09,32.78,0.87,40.1,32.01,6.68,65.6
61.54,35.21,42.63,0.8,61.54,40.1,9.8,24.0
61.53,35.12,42.61,0.8,61.53,40.08,9.8,24.0
61.51,35.03,42.57,0.79,61.51,40.08,9.8,24.0
55.99,28.13,29.46,0.69,55.99,28.13,9.97,45.2
55.97,28.17,29.47,0.69,55.97,28.17,9.97,45.2
55.98,28.17,29.46,0.69,55.98,28.17,9.97,45.2
55.97,28.17,29.48,0.69,55.97,28.17,9.97,45.2
55.94,28.26,29.5,0.69,55.94,28.26,9.97,45.2
55.8,28.6,29.81,0.7,55.8,28.84,9.97,45.2
39.08,23.78,26.27,0.64,46.06,33.04,10.0,51.0
39.15,23.68,26.22,0.64,46.04,32.95,10.0,51.0
38.85,23.34,25.92,0.65,45.68,32.07,10.0,51.0
39.53,24.14,26.61,0.64,46.72,33.01,10.0,51.0
42.64,30.06,28.46,0.63,46.62,36.2,10.0,42.4
42.02,31.9,27.23,0.57,47.4,38.43,10.0,42.4
42.21,31.97,27.19,0.57,47.55,38.41,10.0,42.4
42.06,31.91,27.22,0.57,47.43,38.42,10.0,42.4
42.94,30.48,28.05,0.61,46.86,36.55,10.0,42.4
41.81,32.34,26.84,0.55,47.54,39.14,10.0,42.4
63.53,18.43,24.74,0.58,63.53,26.47,9.91,32.0
63.82,17.07,25.29,0.61,63.82,24.9,9.88,32.0
63.5,17.18,24.21,0.59,63.5,25.03,9.9,32.0
63.26,17.47,23.95,0.58,63.26,25.4,9.92,32.0
63.19,17.59,23.95,0.58,63.19,25.62,9.93,32.0
63.02,17.55,22.6,0.55,63.02,26.02,9.93,32.0
61.53,35.32,42.63,0.8,61.53,40.14,9.8,21.4
61.16,35.48,42.49,0.81,61.16,40.75,9.78,21.4
61.1,35.89,42.47,0.81,61.1,40.41,9.74,21.4
63.61,31.75,42.22,0.79,63.61,36.82,9.42,21.4
60.59,34.97,41.29,0.78,60.59,41.15,9.61,21.4
60.8,35.76,41.67,0.79,60.8,40.07,9.6,21.4
63.3,24.24,26.41,0.55,63.3,31.25,9.99,27.7
63.29,24.19,26.41,0.55,63.29,31.21,9.99,27.7
63.38,24.74,26.52,0.55,63.38,31.56,9.99,27.7
63.25,24.81,26.13,0.55,63.25,31.51,10.0,27.7
63.18,25.89,26.94,0.55,63.18,32.38,10.0,27.7
63.07,25.26,26.97,0.56,63.07,31.88,10.0,27.7
60.28,27.91,37.43,0.8,60.28,33.53,9.32,12.7
59.17,27.56,36.46,0.78,59.17,33.37,9.5,12.7
59.9,27.87,36.08,0.78,59.9,32.31,9.41,12.7
60.68,27.5,35.58,0.76,60.68,31.36,9.45,12.7
60.84,27.27,35.36,0.76,60.84,31.17,9.48,12.7
59.62,28.15,36.65,0.79,59.62,33.75,9.43,12.7
38.4,26.41,29.3,0.83,38.4,31.21,4.44,42.9
37.23,26.33,29.29,0.84,37.23,31.47,4.51,42.9
28.44,26.81,29.5,0.91,33.32,29.78,3.5,42.9
35.41,25.0,29.7,0.89,35.41,30.97,3.43,42.9
27.88,26.46,29.39,0.92,32.95,30.13,3.39,42.9
29.31,24.26,29.17,0.92,32.76,28.71,3.11,42.9
63.0,23.94,26.6,0.57,63.0,30.22,9.97,26.7
63.0,22.75,26.24,0.57,63.0,28.82,9.96,26.7
63.0,22.48,26.04,0.57,63.0,29.05,9.96,26.7
63.08,21.44,25.56,0.56,63.08,29.53,9.99,26.7
63.0,23.95,26.68,0.57,63.0,30.39,9.98,26.7
63.0,24.1,26.73,0.57,63.0,30.35,9.97,26.7
63.4,30.57,32.2,0.63,63.4,36.1,9.98,17.3
63.45,30.43,32.22,0.63,63.45,35.99,9.98,17.3
63.6,30.13,32.31,0.63,63.6,35.62,9.97,17.3
63.48,30.35,32.24,0.63,63.48,35.92,9.97,17.3
63.62,30.08,32.32,0.63,63.62,35.59,9.97,17.3
63.6,30.11,32.31,0.63,63.6,35.64,9.97,17.3
66.01,35.3,44.11,0.74,66.01,40.3,9.93,63.2
66.03,36.13,43.89,0.73,66.03,40.33,9.97,63.2
66.44,35.93,44.76,0.75,66.44,40.25,9.93,63.2
67.34,37.95,46.1,0.74,67.34,42.48,9.96,63.2
66.6,36.31,45.02,0.75,66.6,40.73,9.94,63.2
66.9,37.16,45.59,0.74,66.9,41.7,9.96,63.2
60.37,13.39,19.98,0.56,60.37,21.43,10.0,25.8
60.46,13.52,19.94,0.56,60.46,21.73,10.0,25.8
61.06,15.24,21.89,0.58,61.06,22.97,10.0,25.8
60.8,14.25,21.09,0.57,60.8,22.14,10.0,25.8
60.26,13.16,19.95,0.57,60.26,21.04,10.0,25.8
60.66,14.1,20.15,0.55,60.66,22.44,10.0,25.8
57.74,30.63,34.23,0.69,57.74,35.98,9.89,44.6
57.76,30.78,34.33,0.69,57.76,35.93,9.89,44.6
57.77,30.81,34.35,0.69,57.77,35.92,9.88,44.6
57.19,28.98,33.71,0.69,57.19,35.72,9.91,44.6
57.2,28.96,33.68,0.69,57.2,35.71,9.91,44.6
57.01,27.71,32.48,0.68,57.01,33.68,9.95,44.6
62.47,31.51,39.59,0.75,62.47,36.37,10.0,12.3
62.13,31.43,39.56,0.76,62.13,36.4,10.0,12.3
61.28,31.23,39.45,0.76,61.28,36.81,10.0,12.3
61.39,31.24,39.42,0.76,61.39,36.98,10.0,12.3
61.07,31.13,39.38,0.76,61.07,37.07,10.0,12.3
60.84,31.07,39.35,0.76,60.84,37.12,10.0,12.3
69.44,47.39,50.75,0.76,69.44,49.22,9.95,29.8
69.58,47.5,50.79,0.75,69.58,49.25,9.94,29.8
68.92,48.72,50.35,0.77,68.92,48.88,9.97,29.8
69.0,48.71,50.41,0.77,69.0,48.71,9.97,29.8
68.98,48.31,50.45,0.76,68.98,48.9,9.96,29.8
68.98,48.28,50.43,0.76,68.98,48.88,9.95,29.8
62.45,22.69,25.15,0.56,62.45,29.02,10.0,12.1
61.73,17.16,22.93,0.56,61.73,24.59,10.0,12.1
59.85,14.93,21.46,0.6,59.85,21.42,10.0,12.1
60.99,15.22,21.91,0.58,60.99,22.82,10.0,12.1
60.82,20.57,22.95,0.56,60.82,25.7,10.0,12.1
60.64,20.37,22.95,0.56,60.64,25.31,10.0,12.1
63.39,42.99,48.69,0.82,63.39,46.69,9.64,27.0
63.76,42.21,49.03,0.84,63.76,46.16,9.66,27.0
65.84,33.17,40.4,0.72,65.84,38.1,9.98,11.6
66.07,33.29,40.37,0.72,66.07,38.31,9.98,11.6
65.81,33.14,40.38,0.72,65.81,38.05,9.98,11.6
65.33,32.95,39.87,0.72,65.33,38.05,10.0,11.6
62.59,31.7,39.57,0.75,62.59,37.1,10.0,11.6
62.85,31.85,39.59,0.75,62.85,37.3,10.0,11.6
62.31,31.59,39.53,0.75,62.31,37.08,10.0,16.8
62.73,31.74,39.59,0.75,62.73,37.03,10.0,16.8
62.2,31.52,39.53,0.76,62.2,36.94,10.0,16.8
62.65,31.65,39.59,0.75,62.65,36.8,10.0,16.8
62.54,31.64,39.58,0.75,62.54,36.89,10.0,16.8
62.89,31.77,39.62,0.75,62.89,36.96,10.0,16.8
61.64,22.39,30.54,0.68,61.64,27.51,9.83,12.6
61.73,22.23,30.59,0.68,61.73,27.3,9.84,12.6
60.59,24.65,31.09,0.69,60.59,28.0,9.82,12.6
60.56,25.68,32.95,0.71,60.56,29.35,9.71,12.6
59.61,26.56,33.87,0.72,59.61,30.95,9.66,12.6
59.73,26.21,33.67,0.72,59.73,30.57,9.67,12.6
64.44,24.8,29.08,0.59,64.44,31.2,9.99,10.3
65.24,24.57,30.99,0.62,65.24,31.46,9.98,10.3
64.97,24.73,30.26,0.62,64.97,31.12,9.98,10.3
64.62,24.86,30.23,0.6,64.62,31.63,9.98,10.3
64.46,24.27,30.89,0.62,64.46,30.7,9.99,10.3
64.4,24.52,30.4,0.61,64.4,30.77,9.98,10.3
57.61,26.3,31.43,0.66,57.61,31.66,9.88,31.1
57.71,26.29,31.36,0.66,57.71,31.49,9.87,31.1
57.9,26.32,31.06,0.66,57.9,31.06,9.87,31.1
57.8,26.3,31.22,0.66,57.8,31.29,9.87,31.1
57.44,26.16,30.74,0.64,57.44,31.65,9.92,31.1
57.65,26.29,30.97,0.65,57.65,31.41,9.9,31.1
66.92,39.56,45.12,0.74,66.92,44.36,9.87,15.7
68.24,40.13,45.3,0.72,68.24,44.16,9.95,15.7
68.43,40.77,46.0,0.73,68.43,45.68,10.0,15.7
68.38,40.77,45.98,0.73,68.38,45.71,10.0,15.7
68.36,40.81,45.98,0.73,68.36,45.77,10.0,15.7
68.52,40.69,46.02,0.73,68.52,45.57,10.0,15.7
65.39,26.19,32.5,0.66,65.39,32.47,9.92,12.2
65.31,26.17,31.9,0.64,65.31,32.88,9.96,12.2
65.43,25.27,31.41,0.64,65.43,31.68,9.96,12.2
64.89,26.55,32.06,0.66,64.89,33.19,9.95,12.2
64.91,26.53,32.07,0.66,64.91,33.16,9.95,12.2
64.89,26.43,31.85,0.65,64.89,33.01,9.95,12.2
41.49,26.76,31.19,0.73,46.6,34.03,9.7,38.8
41.47,26.57,32.57,0.82,46.0,32.96,9.51,38.8
41.47,26.7,32.59,0.82,46.0,33.06,9.51,38.8
41.47,25.94,32.62,0.82,46.0,32.95,9.51,38.8
41.47,26.72,32.62,0.82,46.0,33.22,9.51,38.8
41.51,26.0,32.51,0.79,46.2,34.33,9.54,38.8
63.35,39.86,45.19,0.77,63.35,43.78,9.96,49.4
62.83,39.56,44.4,0.75,62.83,43.86,9.97,49.4
62.71,40.29,44.4,0.75,62.71,44.15,9.97,49.4
62.49,41.1,45.15,0.77,62.49,45.06,9.94,49.4
62.26,41.43,44.61,0.75,62.26,45.17,9.96,49.4
62.61,41.04,45.24,0.77,62.61,44.92,9.94,49.4
63.14,20.86,26.34,0.59,63.14,27.87,9.97,28.2
63.11,21.49,26.27,0.58,63.11,27.94,9.96,28.2
63.1,22.0,26.12,0.57,63.1,28.07,9.96,28.2
63.11,21.04,25.43,0.56,63.11,28.3,9.96,28.2
63.16,20.21,26.41,0.6,63.16,27.74,9.97,28.2
63.11,20.77,25.41,0.56,63.11,28.43,9.97,28.2
64.95,33.96,40.59,0.7,64.95,37.91,10.0,64.4
64.96,34.1,40.59,0.7,64.96,37.96,10.0,64.4
64.66,33.4,39.43,0.67,64.66,37.19,10.0,64.4
65.08,33.83,40.64,0.71,65.08,37.31,10.0,64.4
64.57,33.25,39.29,0.67,64.57,36.83,9.97,64.4
64.72,33.23,39.69,0.69,64.72,37.11,10.0,64.4
62.5,29.77,31.43,0.62,62.5,35.54,10.0,35.7
62.56,29.57,31.49,0.62,62.56,35.44,10.0,35.7
62.2,29.25,31.06,0.6,62.2,35.64,10.0,35.7
62.76,30.73,31.38,0.59,62.76,35.77,10.0,35.7
62.46,29.95,31.38,0.61,62.46,35.78,10.0,35.7
62.37,29.7,31.32,0.61,62.37,35.74,10.0,35.7
55.57,25.72,29.57,0.64,55.57,30.82,9.71,45.4
55.55,25.59,29.17,0.65,55.55,29.17,9.74,45.4
54.68,24.44,28.76,0.66,54.68,28.66,9.84,45.4
55.59,25.34,29.41,0.67,55.59,29.25,9.79,45.4
55.75,25.47,29.33,0.66,55.75,29.26,9.73,45.4
55.75,25.47,29.33,0.66,55.75,29.25,9.73,45.4
63.85,31.16,39.75,0.76,63.85,35.59,10.0,11.8
62.5,31.01,39.61,0.77,62.5,35.74,10.0,11.8
63.01,31.3,39.65,0.76,63.01,35.98,10.0,11.8
63.05,30.7,39.65,0.76,63.05,35.4,10.0,11.8
62.6,31.52,39.61,0.76,62.6,36.38,10.0,11.8
63.02,31.64,39.65,0.75,63.02,36.53,10.0,11.8
64.98,34.23,43.2,0.77,64.98,39.22,9.88,20.6
65.02,34.17,43.12,0.77,65.02,39.2,9.88,20.6
65.04,35.27,44.05,0.78,65.04,39.68,9.83,20.6
65.05,35.29,44.04,0.78,65.05,39.67,9.83,20.6
66.01,35.69,43.33,0.75,66.01,39.68,9.75,20.6
64.63,31.42,42.27,0.77,64.63,37.06,9.57,20.6
59.64,19.33,26.52,0.64,59.64,25.63,9.46,36.4
59.56,16.94,24.71,0.63,59.56,25.1,9.63,36.4
59.78,19.42,26.43,0.64,59.78,25.53,9.47,36.4
59.67,18.79,27.53,0.65,59.67,25.91,9.39,36.4
60.04,19.31,25.96,0.64,60.04,25.04,9.48,36.4
59.9,18.93,27.44,0.65,59.9,25.8,9.46,36.4
75.39,50.92,55.21,0.78,75.39,50.92,9.97,34.8
53.78,25.33,30.2,0.66,53.78,31.06,9.92,49.7
54.38,25.84,29.95,0.65,54.38,31.04,9.88,49.7
53.9,25.09,30.16,0.66,53.9,30.74,9.92,49.7
53.6,25.88,30.28,0.65,53.6,31.69,9.92,49.7
53.95,24.74,30.13,0.66,53.95,30.41,9.92,49.7
53.34,25.65,30.41,0.65,53.34,31.78,9.94,49.7
63.78,37.88,44.88,0.78,63.78,41.51,9.35,37.5
63.76,37.82,45.19,0.78,63.76,41.9,9.97,37.5
65.5,38.07,46.03,0.78,65.5,41.54,9.84,37.5
63.82,37.84,45.6,0.79,63.82,42.04,9.95,37.5
65.61,38.58,46.52,0.8,65.61,42.19,9.72,37.5
66.96,39.59,45.14,0.74,66.96,44.45,9.88,14.9
68.36,41.06,46.03,0.73,68.36,45.94,10.0,14.9
68.38,40.92,46.01,0.73,68.38,45.84,10.0,14.9
67.14,39.93,45.28,0.74,67.14,44.85,9.9,14.9
67.14,39.99,45.3,0.73,67.14,44.87,9.9,14.9
67.83,40.32,45.53,0.72,67.83,45.39,10.0,14.9
45.99,32.03,28.27,0.61,45.99,37.65,10.0,43.2
45.26,31.49,29.08,0.65,46.14,36.85,10.0,43.2
45.49,31.77,28.6,0.63,45.49,37.59,10.0,43.2
45.81,31.92,28.4,0.62,45.81,37.61,10.0,43.2
46.36,31.58,29.17,0.66,46.36,36.43,10.0,43.2
45.07,31.21,29.2,0.66,46.27,36.42,10.0,43.2
65.13,34.36,40.78,0.7,65.13,37.59,10.0,46.2
65.64,34.7,41.72,0.71,65.64,38.42,10.0,46.2
64.83,33.51,41.78,0.73,64.83,37.63,10.0,46.2
64.85,33.56,41.75,0.73,64.85,37.62,10.0,46.2
65.11,34.55,40.79,0.7,65.11,37.65,10.0,46.2
65.03,34.83,42.06,0.72,65.03,38.59,10.0,46.2
59.52,27.71,36.48,0.78,59.52,33.35,9.42,16.5
59.9,28.15,36.26,0.77,59.9,33.19,9.4,16.5
59.55,28.65,36.09,0.76,59.55,34.22,9.5,16.5
59.15,27.48,36.38,0.78,59.15,33.29,9.5,16.5
59.25,27.34,35.49,0.76,59.25,33.19,9.47,16.5
59.74,28.54,35.91,0.75,59.74,33.98,9.65,16.5
63.29,22.74,25.65,0.55,63.29,30.26,9.98,18.3
62.61,22.88,25.37,0.56,62.61,29.39,10.0,18.3
61.77,17.12,23.27,0.58,61.77,24.9,9.98,18.3
61.71,16.99,23.23,0.58,61.71,24.73,9.98,18.3
61.57,16.94,23.7,0.6,61.57,24.58,10.0,18.3
61.67,17.25,23.85,0.6,61.67,24.96,10.0,18.3
59.17,35.47,40.39,0.78,59.17,40.2,9.57,17.9
60.3,36.44,40.38,0.75,60.3,42.16,9.44,17.9
60.85,30.75,39.12,0.8,60.85,35.94,9.21,17.9
60.1,36.09,40.44,0.76,60.1,41.94,9.49,17.9
57.77,32.82,40.0,0.83,57.77,37.95,9.75,17.9
57.69,34.55,40.24,0.81,57.69,38.73,9.8,17.9
59.08,26.04,32.05,0.69,59.08,29.91,9.77,18.4
59.13,26.02,31.9,0.69,59.13,29.82,9.77,18.4
61.75,21.02,29.48,0.68,61.75,26.92,9.88,18.4
60.58,23.97,30.71,0.69,60.58,28.15,9.84,18.4
61.76,22.01,30.39,0.68,61.76,27.27,9.86,18.4
61.79,22.0,30.29,0.68,61.79,27.44,9.87,18.4
62.69,30.8,40.14,0.78,62.69,35.17,9.59,15.0
59.05,31.0,39.52,0.79,59.05,37.48,9.98,15.0
59.02,30.93,39.51,0.79,59.02,37.55,9.97,15.0
58.69,30.85,39.22,0.78,58.69,37.46,10.0,15.0
58.13,30.62,39.02,0.78,58.13,37.77,10.0,15.0
58.14,30.73,39.09,0.78,58.14,37.76,10.0,15.0
40.96,30.39,32.04,0.87,40.96,31.17,3.75,43.7
38.83,28.01,30.11,0.87,38.83,29.03,3.08,43.7
38.31,27.12,29.64,0.87,38.31,28.81,3.0,43.7
37.36,26.12,29.16,0.88,37.36,28.83,2.92,43.7
36.98,25.44,28.71,0.88,36.98,28.49,2.89,43.7
36.73,25.06,28.68,0.88,36.73,28.47,2.84,43.7
68.01,39.08,44.63,0.72,68.01,42.64,9.9,14.4
65.84,33.37,40.5,0.73,65.84,38.1,9.95,14.4
67.08,36.47,43.45,0.73,67.08,41.24,9.82,14.4
66.55,35.12,42.65,0.75,66.55,39.56,9.86,14.4
68.45,39.48,44.99,0.7,68.45,44.14,10.0,14.4
65.7,33.95,41.35,0.74,65.7,38.31,9.91,14.4
58.38,32.45,34.94,0.68,58.38,35.58,9.84,39.0
58.98,32.94,35.42,0.69,58.98,35.09,9.81,39.0
58.55,32.22,35.04,0.68,58.55,35.32,9.83,39.0
58.28,32.38,34.87,0.68,58.28,35.55,9.85,39.0
58.36,32.16,34.85,0.68,58.36,35.44,9.85,39.0
58.54,30.2,34.43,0.67,58.54,34.46,9.88,39.0
30.32,25.03,30.0,0.9,34.76,30.45,4.92,62.2
30.16,25.01,29.97,0.9,34.63,30.4,4.79,62.2
29.73,25.09,30.0,0.91,34.26,30.37,4.6,62.2
30.28,25.09,30.04,0.9,34.73,30.48,4.92,62.2
30.38,25.09,30.05,0.9,34.81,30.5,4.99,62.2
29.9,25.14,30.04,0.9,34.41,30.43,4.71,62.2
63.08,43.31,48.1,0.79,63.08,46.9,9.63,27.2
63.07,43.34,48.09,0.79,63.07,46.94,9.62,27.2
63.12,42.86,48.84,0.82,63.12,46.58,9.59,27.2
63.23,44.21,49.23,0.82,63.23,47.1,9.64,27.2
62.81,42.95,49.4,0.84,62.81,46.58,9.56,27.2
63.32,41.8,49.43,0.84,63.32,45.88,9.58,27.2
63.11,20.35,25.32,0.57,63.11,28.6,9.98,24.4
63.37,19.62,24.98,0.57,63.37,27.64,9.94,24.4
63.38,19.11,24.81,0.57,63.38,27.34,9.93,24.4
63.41,19.32,24.92,0.57,63.41,27.4,9.93,24.4
63.48,18.84,24.84,0.58,63.48,26.99,9.92,24.4
63.44,18.99,24.84,0.57,63.44,27.17,9.93,24.4
56.1,25.99,29.43,0.65,56.1,29.13,9.81,42.0
55.33,27.35,29.68,0.63,55.33,31.66,9.75,42.0
54.21,27.71,29.89,0.62,54.21,33.35,9.85,42.0
54.35,27.16,29.94,0.63,54.35,32.54,9.85,42.0
53.96,26.7,29.28,0.63,53.96,31.84,9.84,42.0
55.09,27.46,29.73,0.63,55.09,32.34,9.75,42.0
42.51,24.04,28.2,0.61,48.61,32.87,10.0,35.7
41.44,24.23,27.89,0.61,48.04,33.96,10.0,35.7
39.5,19.75,27.76,0.67,47.03,31.11,10.0,35.7
41.35,25.77,29.16,0.64,47.71,34.21,9.91,35.7
41.47,23.87,30.54,0.76,46.0,31.68,9.74,35.7
59.89,19.44,28.18,0.65,59.89,26.47,9.73,23.3
60.27,18.98,27.81,0.65,60.27,26.06,9.71,23.3
60.31,19.65,27.88,0.65,60.31,26.31,9.74,23.3
61.15,18.23,27.33,0.64,61.15,25.23,9.74,23.3
60.85,18.36,27.43,0.64,60.85,25.33,9.76,23.3
60.93,18.36,27.41,0.64,60.93,25.31,9.75,23.3
28.25,26.13,29.56,0.93,33.44,27.5,3.18,48.0
30.41,26.17,29.57,0.93,33.48,27.55,3.21,48.0
28.69,26.09,29.85,0.94,33.74,27.34,2.94,48.0
28.06,25.91,29.48,0.94,33.2,27.16,2.9,48.0
29.02,25.68,29.92,0.94,34.02,26.72,3.08,48.0
29.39,24.88,29.27,0.92,33.1,28.18,3.28,48.0
54.68,29.07,32.24,0.67,54.68,35.74,9.97,44.9
54.84,29.09,32.38,0.67,54.84,35.87,9.97,44.9
54.84,28.87,32.36,0.67,54.84,35.71,9.97,44.9
54.86,29.65,32.42,0.67,54.86,36.27,9.97,44.9
54.86,29.43,32.41,0.67,54.86,36.12,9.97,44.9
54.93,29.65,32.48,0.67,54.93,36.32,9.97,44.9
65.13,25.19,31.12,0.63,65.13,31.56,9.97,29.0
65.49,24.87,30.99,0.63,65.49,31.25,9.97,29.0
64.14,24.92,30.32,0.64,64.14,31.2,9.98,29.0
64.19,24.91,30.31,0.64,64.19,31.17,9.98,29.0
64.38,24.9,30.33,0.64,64.38,31.09,9.98,29.0
64.85,25.26,31.03,0.63,64.85,31.62,9.97,29.0
62.58,16.9,21.18,0.53,62.58,25.68,9.95,23.9
62.97,18.65,23.44,0.56,62.97,26.95,9.93,23.9
61.62,15.23,20.43,0.52,61.62,24.45,10.0,23.9
61.8,15.61,20.71,0.52,61.8,24.77,10.0,23.9
62.03,16.0,21.02,0.53,62.03,25.11,10.0,23.9
61.62,14.3,19.11,0.51,61.62,23.87,10.0,23.9
61.43,37.56,40.45,0.72,61.43,43.93,9.32,16.3
61.13,31.62,38.99,0.77,61.13,37.57,9.17,16.3
61.97,35.21,38.33,0.73,61.97,37.55,9.32,16.3
61.14,36.1,40.42,0.73,61.14,43.35,9.38,16.3
61.23,36.54,40.48,0.73,61.23,43.58,9.38,16.3
61.1,30.9,39.01,0.79,61.1,36.63,9.18,16.3
65.35,29.1,36.99,0.68,65.35,34.42,9.85,17.6
65.66,28.65,36.08,0.66,65.66,34.45,9.93,17.6
65.12,29.21,37.06,0.68,65.12,34.64,9.79,17.6
66.07,28.72,36.69,0.67,66.07,34.28,9.9,17.6
66.21,28.26,36.14,0.67,66.21,33.96,9.95,17.6
65.01,28.72,36.03,0.67,65.01,34.69,9.89,17.6
