CO2,Radiation,diameter,humidity,outside_temperature,inside_temperature,measurement,Yield
-13.71,-17.67,-1.26,0.81,6.89,-0.75,3.88,48.4
-14.4,-18.0,-1.37,0.81,6.69,-1.1,3.85,48.4
58.57,29.27,39.38,0.88,58.57,33.33,4.26,44.5
58.91,30.27,39.07,0.85,58.91,34.58,5.02,44.5
57.81,29.97,39.28,0.86,57.81,34.49,4.69,44.5
59.16,31.39,39.54,0.84,59.16,36.02,5.03,44.5
58.89,30.8,39.24,0.82,58.89,35.98,5.33,44.5
57.24,30.82,39.96,0.85,57.24,35.94,4.92,44.5
65.95,36.03,45.11,0.83,65.95,39.81,6.08,51.6
61.13,38.25,45.96,0.88,61.13,42.18,4.3,51.6
60.56,38.75,45.94,0.89,60.56,42.63,3.85,51.6
60.75,38.76,45.93,0.89,60.75,42.6,4.01,51.6
65.22,36.7,45.2,0.84,65.22,40.44,5.96,51.6
61.72,37.92,45.94,0.88,61.72,41.89,4.56,51.6
59.84,7.42,22.6,0.56,59.84,22.19,9.99,33.3
59.8,7.17,22.64,0.56,59.8,22.19,9.99,33.3
59.8,7.13,22.61,0.56,59.8,22.13,9.99,33.3
59.9,7.96,22.65,0.57,59.9,22.43,9.99,33.3
54.96,3.13,23.61,0.6,54.96,19.71,9.94,33.3
55.21,6.94,24.02,0.58,55.21,22.28,10.0,33.3
75.43,35.99,32.43,0.48,75.43,40.39,9.97,9.6
73.72,34.72,37.32,0.62,73.72,37.4,9.97,9.6
75.42,35.99,32.43,0.48,75.42,40.4,9.97,9.6
73.72,34.69,37.3,0.62,73.72,37.42,9.97,9.6
73.59,34.73,37.34,0.62,73.59,37.44,9.97,9.6
73.91,34.57,37.21,0.61,73.91,37.42,9.97,9.6
-8.45,-15.06,-1.56,0.78,8.96,0.07,4.09,42.4
-12.44,-17.06,-1.64,0.8,7.34,-0.75,3.87,42.4
-3.2,-14.52,0.73,0.79,11.38,1.13,3.15,42.4
-1.04,-13.87,0.9,0.77,12.22,1.63,2.09,42.4
-0.37,-13.98,1.16,0.77,12.57,1.77,2.04,42.4
-6.4,-15.4,0.53,0.8,10.57,0.19,3.07,42.4
70.64,23.77,23.81,0.38,70.64,35.16,10.0,17.7
67.89,27.68,20.84,0.33,67.89,35.88,10.0,17.7
70.93,29.66,24.08,0.38,70.93,38.64,10.0,17.7
70.37,23.3,23.6,0.38,70.37,34.81,10.0,17.7
70.12,31.82,24.15,0.38,70.12,38.5,10.0,17.7
63.32,31.57,35.62,0.66,63.32,38.53,8.67,35.5
63.97,31.9,35.82,0.66,63.97,38.67,8.6,35.5
61.27,30.5,35.06,0.66,61.27,37.65,8.77,35.5
61.47,30.6,35.12,0.66,61.47,37.73,8.76,35.5
62.67,31.21,35.48,0.66,62.67,38.26,8.68,35.5
64.72,32.3,35.96,0.67,64.72,38.87,8.57,35.5
74.01,34.46,35.41,0.58,74.01,37.86,9.75,23.5
74.02,34.37,35.31,0.57,74.02,37.68,9.76,23.5
76.35,34.46,33.13,0.52,76.35,37.24,9.98,23.5
78.24,36.56,32.43,0.46,78.24,40.16,10.0,23.5
77.92,36.11,32.55,0.47,77.92,39.74,10.0,23.5
76.77,32.76,33.02,0.52,76.77,37.42,10.0,23.5
64.8,38.24,43.72,0.8,64.8,42.56,6.46,32.6
64.75,39.37,44.41,0.81,64.75,43.27,6.33,32.6
65.38,39.49,44.46,0.81,65.38,43.52,6.48,32.6
64.8,40.45,44.73,0.82,64.8,44.58,6.2,32.6
64.87,40.41,44.8,0.82,64.87,44.5,6.23,32.6
64.85,40.29,44.75,0.82,64.85,44.15,6.25,32.6
56.57,26.91,32.49,0.64,56.57,35.06,9.16,25.7
60.65,29.87,33.75,0.64,60.65,37.05,8.99,25.7
55.57,27.58,32.82,0.65,55.57,35.71,9.07,25.7
54.43,27.02,32.61,0.65,54.43,35.15,8.96,25.7
54.99,27.3,32.71,0.65,54.99,35.36,9.07,25.7
54.8,27.22,32.67,0.65,54.8,35.35,9.07,25.7
63.8,41.85,47.84,0.89,63.8,45.52,4.77,69.0
79.37,37.58,29.91,0.37,79.37,43.36,10.0,15.2
79.59,36.66,28.31,0.34,79.59,43.39,10.0,15.2
79.37,34.38,27.36,0.33,79.37,41.61,10.0,15.2
78.97,37.83,29.53,0.37,78.97,43.44,10.0,15.2
78.91,38.72,29.69,0.37,78.91,43.98,10.0,15.2
79.39,34.5,27.36,0.33,79.39,41.68,10.0,15.2
78.84,43.93,30.55,0.35,80.84,47.13,9.93,13.2
79.48,44.8,32.98,0.38,81.73,46.64,9.91,13.2
79.48,44.79,32.98,0.38,81.73,46.63,9.91,13.2
79.59,45.44,32.94,0.37,81.89,47.12,9.92,13.2
79.09,45.59,31.37,0.35,81.35,48.36,9.92,13.2
72.74,37.82,41.1,0.68,72.74,41.54,6.73,63.3
71.82,38.58,41.53,0.7,71.82,41.31,6.4,63.3
72.83,38.1,41.09,0.68,72.83,41.86,6.91,63.3
71.6,39.37,41.89,0.71,71.6,41.11,6.42,63.3
71.57,39.36,41.87,0.71,71.57,41.14,6.39,63.3
71.45,39.28,41.91,0.71,71.45,41.27,6.33,63.3
73.62,34.79,37.37,0.62,73.62,37.4,9.97,17.8
72.83,32.85,33.62,0.54,72.83,36.1,10.0,17.8
73.52,34.78,37.38,0.62,73.52,37.44,9.97,17.8
73.52,34.8,30.5,0.47,73.52,37.96,10.0,17.8
73.46,35.02,30.37,0.47,73.46,38.08,10.0,17.8
73.33,33.86,27.33,0.41,73.33,38.02,10.0,17.8
26.5,7.27,16.07,0.71,30.1,13.17,8.12,66.0
26.98,8.47,16.71,0.73,30.17,14.29,7.6,66.0
27.38,15.12,17.47,0.73,30.62,15.12,8.0,66.0
30.71,14.76,18.66,0.76,30.71,17.01,7.4,66.0
30.83,15.34,17.88,0.74,30.83,15.34,7.94,66.0
30.91,15.39,18.1,0.74,30.91,15.39,7.9,66.0
65.59,29.08,34.17,0.63,65.59,32.79,9.76,14.5
63.58,31.93,33.91,0.65,63.58,32.57,9.59,14.5
64.55,31.7,33.65,0.63,64.55,32.97,9.66,14.5
67.1,30.6,32.22,0.57,67.1,33.24,9.89,14.5
66.86,30.62,32.2,0.57,66.86,33.14,9.88,14.5
64.47,31.89,33.36,0.62,64.47,33.05,9.65,14.5
71.09,32.11,35.9,0.63,71.09,35.49,9.06,15.3
69.83,32.2,36.7,0.66,69.83,36.0,8.7,15.3
69.88,32.42,36.78,0.66,69.88,36.29,8.78,15.3
69.97,32.36,36.82,0.66,69.97,36.32,8.81,15.3
68.77,33.31,38.02,0.69,68.77,36.92,8.55,15.3
71.97,32.64,36.87,0.65,71.97,35.78,9.28,15.3
79.77,42.83,34.67,0.42,82.1,44.03,9.84,25.3
79.19,41.35,33.36,0.41,81.26,44.68,9.87,25.3
79.16,41.12,33.2,0.4,81.22,44.49,9.88,25.3
79.22,41.74,31.44,0.37,81.36,45.01,10.0,25.3
79.27,41.48,31.64,0.37,81.43,44.8,10.0,25.3
79.19,41.64,31.38,0.37,81.32,44.93,10.0,25.3
73.1,36.87,39.53,0.65,73.1,40.43,6.08,42.4
73.77,36.02,39.83,0.64,73.77,40.46,5.89,42.4
73.66,35.9,39.99,0.65,73.66,40.39,5.77,42.4
73.7,36.14,40.24,0.65,73.7,40.62,5.89,42.4
73.72,36.07,40.14,0.65,73.72,40.54,5.9,42.4
75.12,34.85,37.41,0.59,75.12,39.25,7.37,42.4
80.41,43.96,40.39,0.49,82.77,45.92,9.99,33.8
80.0,40.71,41.22,0.54,82.11,43.89,9.99,33.8
80.04,40.99,41.22,0.54,82.16,44.16,9.99,33.8
80.06,41.12,41.27,0.54,82.17,44.28,9.98,33.8
80.01,40.81,41.15,0.53,82.13,43.98,9.99,33.8
80.03,41.85,40.04,0.49,82.18,45.4,10.0,33.8
74.52,34.24,36.91,0.6,74.52,37.41,9.96,9.1
76.33,35.55,32.63,0.48,76.33,41.09,9.97,9.1
76.28,35.75,32.43,0.47,76.28,41.36,9.97,9.1
75.5,36.0,32.25,0.48,75.5,40.51,9.97,9.1
75.38,36.27,31.93,0.47,75.38,40.79,9.97,9.1
75.43,34.41,36.16,0.59,75.43,36.86,9.93,9.1
70.71,32.58,36.93,0.65,70.71,37.1,9.16,14.0
70.15,32.8,37.42,0.66,70.15,37.23,9.08,14.0
69.83,32.9,37.62,0.67,69.83,37.23,9.01,14.0
71.84,31.78,36.12,0.63,71.84,36.57,9.25,14.0
74.1,32.81,34.22,0.57,74.1,35.55,9.5,14.0
70.37,32.32,36.65,0.65,70.37,36.42,8.94,14.0
61.53,31.26,40.76,0.89,61.53,34.47,4.47,34.0
61.73,30.83,41.45,0.9,61.73,34.63,4.36,34.0
62.13,31.56,41.87,0.9,62.13,35.27,4.54,34.0
62.39,31.89,42.14,0.9,62.39,35.7,4.66,34.0
62.65,32.31,42.43,0.9,62.65,36.19,4.78,34.0
58.84,33.5,43.49,0.92,58.84,37.54,3.13,34.0
65.53,36.5,45.42,0.84,65.53,40.5,4.95,49.3
63.58,37.21,45.77,0.87,63.58,41.79,4.46,49.3
63.39,37.52,45.76,0.87,63.39,41.95,4.41,49.3
61.84,37.87,45.11,0.88,61.84,42.38,3.81,49.3
60.94,38.62,45.1,0.89,60.94,42.87,3.58,49.3
61.59,38.14,45.44,0.91,61.59,40.63,3.14,49.3
66.34,41.1,48.4,0.89,66.34,43.48,4.92,28.0
64.25,39.77,47.94,0.89,64.25,43.35,4.65,28.0
64.44,42.26,48.26,0.89,64.44,44.75,4.68,28.0
9.54,-15.04,8.58,0.84,22.63,5.37,2.38,40.8
4.4,-15.74,7.87,0.83,19.17,4.77,1.36,40.8
7.18,-13.2,8.78,0.82,20.56,6.01,2.16,40.8
7.29,-13.2,8.9,0.83,20.67,6.07,2.06,40.8
7.82,-13.35,9.64,0.85,21.26,6.26,1.3,40.8
7.6,-13.47,9.45,0.84,21.01,6.01,1.3,40.8
65.42,36.13,39.56,0.71,65.42,38.14,9.53,13.2
66.82,35.01,37.86,0.66,66.82,37.37,9.81,13.2
65.29,35.23,39.94,0.72,65.29,37.93,9.42,13.2
66.83,35.01,37.88,0.66,66.83,37.33,9.8,13.2
65.93,36.32,39.4,0.71,65.93,37.71,9.44,13.2
67.06,36.37,38.96,0.68,67.06,38.1,9.8,13.2
66.56,33.92,19.55,0.3,66.56,41.13,10.0,54.1
66.68,33.78,19.78,0.3,66.68,41.01,10.0,54.1
64.08,35.1,16.77,0.27,64.08,41.75,10.0,54.1
69.79,31.78,23.19,0.36,69.79,38.43,10.0,54.1
68.06,31.95,21.41,0.33,68.06,39.36,10.0,54.1
67.57,32.66,20.66,0.32,67.57,39.95,10.0,54.1
69.66,36.81,22.33,0.31,69.66,43.67,10.0,41.7
69.87,37.03,22.37,0.31,69.87,43.93,10.0,41.7
69.69,36.35,22.78,0.32,69.69,42.88,10.0,41.7
70.36,37.68,22.51,0.31,70.36,44.06,10.0,41.7
70.68,36.91,22.95,0.32,70.68,43.08,10.0,41.7
71.29,37.68,22.81,0.32,71.29,44.03,10.0,41.7
55.27,11.88,26.65,0.62,55.27,25.57,9.82,28.2
55.44,12.65,26.94,0.62,55.44,26.01,9.78,28.2
54.99,11.99,26.67,0.62,54.99,25.65,9.82,28.2
54.24,11.94,26.61,0.63,54.24,25.68,9.82,28.2
45.06,11.8,26.31,0.66,48.92,25.74,9.73,28.2
44.72,11.48,26.12,0.66,48.67,25.61,9.76,28.2
68.64,33.5,43.44,0.79,68.64,37.23,6.03,43.1
68.68,40.38,44.65,0.78,68.68,43.05,4.78,72.2
76.04,36.73,37.68,0.58,76.04,39.43,8.79,37.6
72.99,36.39,41.94,0.69,72.99,41.46,6.2,37.6
73.39,38.71,40.83,0.65,73.39,42.48,7.71,37.6
73.44,36.35,40.3,0.66,73.44,40.5,6.8,37.6
74.87,33.68,38.11,0.61,74.87,37.92,7.74,37.6
74.91,34.33,38.06,0.61,74.91,38.24,7.91,37.6
69.66,34.68,35.82,0.6,69.66,36.37,9.7,10.6
65.16,34.15,40.75,0.74,65.16,37.2,9.14,10.6
66.75,35.19,39.79,0.7,66.75,37.12,9.11,10.6
66.57,35.04,39.63,0.7,66.57,37.31,9.29,10.6
69.25,34.42,36.03,0.61,69.25,36.7,9.79,10.6
69.47,34.81,36.05,0.61,69.47,36.38,9.68,10.6
76.8,43.5,26.64,0.31,76.8,48.01,10.0,11.2
76.78,40.82,27.02,0.34,76.78,46.07,9.98,11.2
76.63,43.43,26.32,0.31,76.63,47.9,10.0,11.2
76.86,43.65,26.72,0.31,76.86,48.15,10.0,11.2
76.75,43.33,26.58,0.31,76.75,47.85,10.0,11.2
76.26,41.91,26.38,0.32,76.26,46.13,10.0,11.2
67.58,32.71,34.32,0.64,67.58,37.33,9.09,34.2
67.29,32.85,34.73,0.64,67.29,37.87,8.98,34.2
67.16,32.92,34.93,0.65,67.16,37.94,8.93,34.2
67.03,33.21,35.64,0.66,67.03,38.03,8.76,34.2
67.08,33.03,35.26,0.65,67.08,38.04,8.84,34.2
67.07,33.08,35.32,0.66,67.07,37.94,8.81,34.2
72.92,35.38,23.7,0.33,72.92,41.31,10.0,11.6
72.89,33.43,24.0,0.35,72.89,38.95,10.0,11.6
72.87,33.61,24.04,0.35,72.87,39.01,10.0,11.6
72.8,33.66,23.91,0.35,72.8,39.16,10.0,11.6
72.95,35.84,23.7,0.33,72.95,41.72,10.0,11.6
73.41,35.52,26.91,0.39,73.41,38.94,10.0,11.6
58.98,33.19,39.81,0.81,58.98,37.92,5.53,44.8
58.91,33.17,39.81,0.81,58.91,38.01,5.6,44.8
58.72,33.21,40.05,0.82,58.72,37.93,5.2,44.8
58.79,33.21,40.02,0.82,58.79,37.86,5.18,44.8
58.81,33.72,40.43,0.83,58.81,38.36,4.83,44.8
58.27,34.0,40.62,0.84,58.27,38.7,4.85,44.8
25.95,12.63,10.99,0.49,33.68,22.1,9.99,35.3
25.74,12.57,10.92,0.49,33.63,22.06,9.99,35.3
28.06,13.19,11.69,0.5,34.0,22.5,9.99,35.3
28.63,13.4,11.87,0.5,33.93,22.65,9.99,35.3
26.98,12.75,11.26,0.48,34.41,22.11,9.99,35.3
28.21,13.28,11.76,0.5,33.89,22.57,9.99,35.3
79.47,45.94,31.26,0.35,81.75,48.07,9.78,9.0
79.43,44.97,31.79,0.36,81.68,47.26,9.81,9.0
79.44,45.53,31.47,0.35,81.71,47.8,9.8,9.0
79.46,45.9,31.24,0.35,81.74,48.15,9.8,9.0
62.35,27.44,32.95,0.66,62.35,31.82,9.55,32.8
62.38,24.39,31.89,0.64,62.38,30.96,9.55,32.8
62.44,26.93,32.61,0.65,62.44,31.84,9.58,32.8
62.41,26.73,32.54,0.65,62.41,31.89,9.59,32.8
62.53,23.27,31.38,0.62,62.53,32.71,9.6,32.8
62.38,24.04,31.78,0.64,62.38,31.01,9.56,32.8
55.38,32.8,43.26,0.94,55.38,38.95,2.1,32.8
57.09,34.92,43.9,0.93,57.09,39.29,2.5,32.8
57.05,34.83,43.88,0.93,57.05,39.22,2.47,32.8
57.06,34.85,43.88,0.93,57.06,39.23,2.47,32.8
57.16,35.0,43.9,0.93,57.16,39.37,2.53,32.8
56.21,37.16,43.97,0.94,56.21,37.95,1.94,32.8
62.39,22.22,30.51,0.6,62.39,30.62,9.74,19.9
62.68,23.29,30.91,0.61,62.68,30.99,9.68,19.9
62.77,23.15,30.81,0.61,62.77,30.79,9.72,19.9
62.23,21.45,30.34,0.61,62.23,30.91,9.71,19.9
61.75,20.78,30.12,0.62,61.75,30.77,9.66,19.9
61.96,21.17,30.28,0.61,61.96,30.89,9.67,19.9
72.7,29.33,28.88,0.46,72.7,35.37,10.0,10.2
72.68,27.62,28.12,0.47,72.68,33.56,10.0,10.2
72.69,27.56,28.13,0.47,72.69,33.45,10.0,10.2
72.68,27.57,28.15,0.47,72.68,33.43,10.0,10.2
72.65,28.81,28.7,0.47,72.65,34.82,10.0,10.2
72.88,26.51,28.15,0.48,72.88,31.85,10.0,10.2
78.26,40.95,39.89,0.58,78.26,42.66,9.61,54.9
76.92,39.08,41.59,0.61,76.92,42.13,8.64,54.9
76.17,39.25,39.38,0.58,76.17,42.04,8.59,54.9
76.05,39.0,39.29,0.58,76.05,41.72,8.57,54.9
74.68,36.81,40.5,0.63,74.68,39.63,7.68,54.9
74.9,37.46,40.39,0.62,74.9,40.39,7.6,54.9
63.99,26.66,32.1,0.63,63.99,32.1,9.35,27.3
64.25,27.36,32.25,0.64,64.25,32.19,9.24,27.3
64.34,27.64,32.33,0.64,64.34,32.18,9.2,27.3
64.38,27.42,32.22,0.63,64.38,32.17,9.31,27.3
64.14,27.13,32.18,0.64,64.14,32.22,9.25,27.3
64.08,26.92,32.13,0.63,64.08,32.18,9.3,27.3
79.91,39.68,43.41,0.61,81.85,42.99,9.69,55.3
79.96,39.95,43.75,0.61,81.92,43.21,9.61,55.3
80.25,42.31,41.07,0.53,82.48,45.27,9.97,55.3
80.02,40.38,43.97,0.61,82.0,43.59,9.54,55.3
80.13,40.79,45.21,0.63,82.16,43.92,9.3,55.3
70.14,39.85,45.1,0.77,70.14,43.98,5.39,58.5
70.06,40.5,45.56,0.77,70.06,44.51,5.35,58.5
67.56,44.15,48.3,0.83,67.56,47.06,4.52,58.5
-2.23,-15.71,0.94,0.76,12.29,1.98,1.57,37.8
-5.85,-15.1,-0.49,0.75,10.55,1.21,1.84,37.8
-5.87,-15.39,0.22,0.74,10.81,2.1,1.55,37.8
-5.86,-15.61,0.14,0.74,10.84,1.99,1.54,37.8
-5.86,-14.84,-0.54,0.75,10.49,1.16,1.89,37.8
-5.87,-14.95,-0.45,0.75,10.53,1.27,1.85,37.8
63.11,12.88,28.35,0.61,63.11,28.75,9.56,25.5
62.97,15.51,29.16,0.6,62.97,30.38,9.62,25.5
62.86,15.16,29.11,0.61,62.86,30.2,9.6,25.5
62.82,15.46,29.15,0.61,62.82,30.42,9.61,25.5
64.31,15.3,28.48,0.58,64.31,30.18,9.56,25.5
64.08,14.92,28.82,0.61,64.08,29.76,9.55,25.5
4.54,-6.75,-2.43,0.52,15.95,9.25,10.0,68.5
3.87,-7.39,-2.96,0.52,15.41,8.68,10.0,68.5
6.23,-4.79,-0.84,0.52,17.33,11.01,10.0,68.5
6.6,-4.3,-0.45,0.52,17.63,11.45,10.0,68.5
4.81,-6.45,-2.19,0.52,16.18,9.52,10.0,68.5
2.29,-6.58,-0.55,0.58,13.81,9.29,9.51,68.5
73.97,41.57,23.4,0.3,73.97,47.17,10.0,17.0
73.87,41.47,23.32,0.3,73.87,47.07,10.0,17.0
74.09,42.07,23.32,0.3,74.09,47.31,10.0,17.0
73.88,41.84,23.16,0.3,73.88,47.01,10.0,17.0
73.84,42.02,23.01,0.3,73.84,46.66,10.0,17.0
74.69,41.15,23.98,0.31,74.69,45.66,10.0,17.0
77.75,33.5,34.22,0.54,77.75,36.49,9.92,20.4
77.28,33.98,34.57,0.55,77.28,36.32,9.93,20.4
77.36,33.9,34.47,0.55,77.36,36.35,9.93,20.4
77.72,33.55,34.16,0.54,77.72,36.47,9.92,20.4
77.38,33.84,34.57,0.55,77.38,36.37,9.93,20.4
77.54,33.72,34.33,0.55,77.54,36.41,9.92,20.4
63.32,23.45,31.54,0.63,63.32,31.69,9.54,26.5
63.33,19.28,29.93,0.59,63.33,31.8,9.6,26.5
63.49,17.39,29.38,0.59,63.49,31.77,9.6,26.5
61.9,24.65,32.25,0.65,61.9,31.11,9.52,26.5
62.42,23.2,31.47,0.63,62.42,31.09,9.57,26.5
64.71,22.98,30.2,0.58,64.71,32.24,9.61,26.5
58.29,33.22,40.3,0.83,58.29,38.18,5.05,47.4
57.99,33.24,40.49,0.84,57.99,38.35,4.92,47.4
57.08,31.99,39.85,0.84,57.08,36.83,4.82,47.4
58.36,33.2,40.24,0.83,58.36,38.2,5.15,47.4
58.39,33.2,40.22,0.83,58.39,38.19,5.18,47.4
56.26,32.34,40.42,0.87,56.26,37.43,4.54,47.4
26.35,10.76,17.53,0.67,32.47,16.82,8.83,31.3
26.52,11.04,17.72,0.68,32.38,16.8,8.76,31.3
26.57,12.12,16.44,0.62,33.37,17.83,9.12,31.3
27.25,12.13,18.32,0.7,32.09,16.73,8.52,31.3
26.11,12.87,17.02,0.63,32.5,18.05,8.88,31.3
26.25,12.63,16.83,0.63,32.79,17.97,8.96,31.3
82.02,46.81,51.21,0.68,84.58,48.18,8.78,53.5
82.01,46.8,51.28,0.69,84.58,48.14,8.74,53.5
82.25,45.45,50.69,0.69,84.98,47.76,8.92,53.5
82.24,45.48,50.65,0.69,84.98,47.78,8.92,53.5
83.15,45.36,48.74,0.65,86.45,47.47,8.99,53.5
81.66,47.27,52.75,0.71,83.57,48.48,8.61,53.5
-6.53,-10.82,-2.33,0.67,11.62,0.15,6.91,41.0
-6.06,-12.0,-2.7,0.68,11.51,-0.76,6.93,41.0
-6.84,-11.54,-2.47,0.68,11.13,0.37,6.82,41.0
-6.52,-11.56,-2.49,0.68,11.05,0.51,6.96,41.0
-6.54,-11.47,-2.47,0.68,11.1,0.48,6.95,41.0
-6.12,-11.47,-2.27,0.68,11.79,-0.36,6.83,41.0
5.97,-13.01,8.07,0.82,19.11,4.33,3.51,35.0
6.82,-12.53,8.44,0.82,20.09,5.84,2.81,35.0
6.65,-12.41,8.24,0.82,19.92,5.78,3.1,35.0
6.74,-12.51,8.37,0.82,19.99,5.75,2.88,35.0
6.73,-12.48,8.34,0.82,19.99,5.79,2.95,35.0
6.41,-12.49,8.14,0.82,19.64,5.37,3.2,35.0
64.87,31.33,42.54,0.86,64.87,34.72,5.6,15.1
64.93,31.72,42.45,0.86,64.93,34.83,5.76,15.1
65.19,32.22,43.16,0.85,65.19,35.36,6.26,15.1
65.28,32.45,43.59,0.85,65.28,35.36,6.25,15.1
65.01,31.85,42.26,0.86,65.01,35.17,6.02,15.1
65.29,30.2,41.64,0.86,65.29,34.44,6.01,15.1
22.96,12.04,15.24,0.71,29.08,12.04,7.96,65.6
26.07,7.33,15.83,0.7,29.95,13.12,8.13,65.6
23.46,12.97,15.24,0.7,29.47,12.97,8.05,65.6
22.8,11.37,14.88,0.71,29.0,11.37,7.99,65.6
22.29,6.56,15.7,0.72,29.02,13.36,7.57,65.6
22.55,4.07,13.98,0.68,28.56,11.36,8.2,65.6
65.42,37.67,43.1,0.8,65.42,41.54,6.57,24.0
65.34,37.81,43.17,0.8,65.34,41.72,6.54,24.0
65.48,37.6,43.07,0.8,65.48,41.42,6.58,24.0
67.06,32.86,35.76,0.66,67.06,37.84,8.75,45.2
67.06,32.91,35.78,0.66,67.06,37.89,8.75,45.2
67.07,32.75,35.79,0.66,67.07,37.78,8.75,45.2
67.07,32.69,35.81,0.67,67.07,37.74,8.74,45.2
67.09,32.74,35.85,0.67,67.09,37.81,8.75,45.2
65.04,33.26,37.65,0.71,65.04,38.13,7.74,45.2
-19.49,-23.44,-3.36,0.81,4.0,-0.68,3.13,51.0
-19.62,-23.64,-3.37,0.81,3.87,-0.68,3.13,51.0
-19.1,-22.69,-3.2,0.8,4.41,-0.59,3.13,51.0
-20.09,-24.29,-3.35,0.83,3.38,-1.0,3.13,51.0
-2.73,-12.75,1.64,0.77,12.63,2.55,2.54,42.4
-2.23,-12.33,1.98,0.77,12.9,2.73,2.48,42.4
-2.63,-12.66,1.71,0.77,12.69,2.58,2.53,42.4
-0.58,-13.78,2.3,0.79,12.82,2.62,1.47,42.4
-3.84,-13.21,1.15,0.76,12.32,2.35,2.94,42.4
0.49,-13.04,2.93,0.8,13.41,2.86,1.49,42.4
61.4,12.12,27.67,0.6,61.4,26.14,9.76,32.0
61.44,14.17,28.62,0.61,61.44,27.74,9.72,32.0
61.63,13.75,28.75,0.61,61.63,27.63,9.72,32.0
61.08,15.31,28.74,0.61,61.08,28.45,9.69,32.0
61.11,17.71,29.73,0.62,61.11,30.02,9.61,32.0
61.32,15.62,29.37,0.61,61.32,29.42,9.63,32.0
65.54,35.85,42.54,0.79,65.54,40.64,6.62,21.4
66.73,34.56,42.57,0.81,66.73,39.12,6.51,21.4
66.33,35.31,42.65,0.8,66.33,39.68,6.67,21.4
66.31,35.19,42.55,0.8,66.31,39.8,6.36,21.4
65.53,37.55,43.05,0.8,65.53,41.32,6.57,21.4
68.47,33.87,38.99,0.71,68.47,37.41,8.37,21.4
66.71,20.16,28.54,0.53,66.71,33.58,9.65,27.7
66.68,20.08,28.56,0.54,66.68,33.54,9.65,27.7
69.71,23.43,27.68,0.47,69.71,35.48,9.77,27.7
69.28,22.57,28.25,0.5,69.28,35.09,9.73,27.7
67.32,21.14,28.32,0.52,67.32,34.17,9.68,27.7
68.53,21.57,26.97,0.48,68.53,34.21,9.71,27.7
64.9,31.45,42.46,0.86,64.9,34.81,5.62,12.7
63.76,31.89,42.2,0.88,63.76,35.39,5.15,12.7
64.29,31.42,42.37,0.87,64.29,35.42,5.21,12.7
62.97,28.86,40.76,0.84,62.97,34.16,5.84,12.7
63.16,29.2,40.91,0.85,63.16,34.26,5.77,12.7
63.12,30.45,41.33,0.86,63.12,34.73,5.52,12.7
32.42,11.51,12.13,0.48,37.26,21.05,9.92,42.9
20.47,10.8,8.48,0.47,31.1,20.04,9.99,42.9
28.41,18.14,13.15,0.51,35.86,23.43,9.98,42.9
27.11,11.09,9.44,0.46,34.06,20.72,10.0,42.9
28.25,8.4,8.75,0.45,34.95,18.5,10.0,42.9
29.26,17.17,12.87,0.5,35.13,23.31,9.99,42.9
63.66,17.55,29.75,0.6,63.66,31.82,9.56,26.7
63.62,19.17,29.98,0.6,63.62,31.48,9.58,26.7
66.53,24.57,29.14,0.55,66.53,33.07,9.71,26.7
66.03,23.6,29.2,0.56,66.03,32.81,9.69,26.7
66.34,24.03,29.13,0.56,66.34,32.92,9.7,26.7
64.13,14.97,28.85,0.61,64.13,29.29,9.55,26.7
73.51,31.93,24.56,0.38,73.51,37.42,10.0,17.3
73.53,31.9,24.58,0.38,73.53,37.37,10.0,17.3
73.52,31.84,24.56,0.38,73.52,37.37,10.0,17.3
73.43,31.77,24.41,0.37,73.43,37.53,10.0,17.3
73.33,31.93,24.29,0.37,73.33,37.75,10.0,17.3
73.39,31.84,24.37,0.37,73.39,37.61,10.0,17.3
72.86,37.11,42.46,0.69,72.86,42.06,6.12,63.2
71.71,39.38,45.06,0.74,71.71,43.6,5.49,63.2
71.87,38.52,44.45,0.73,71.87,42.87,5.46,63.2
70.65,41.25,45.61,0.76,70.65,44.61,5.25,63.2
71.64,41.61,46.49,0.75,71.64,45.57,5.6,63.2
71.35,41.13,46.29,0.75,71.35,45.06,5.49,63.2
61.97,9.29,25.73,0.6,61.97,24.33,9.67,25.8
62.31,9.08,24.53,0.58,62.31,23.87,9.69,25.8
62.06,7.13,23.43,0.56,62.06,22.51,9.93,25.8
62.05,7.13,23.21,0.56,62.05,22.48,9.93,25.8
62.11,7.27,23.14,0.56,62.11,22.55,9.92,25.8
62.15,7.37,23.04,0.56,62.15,22.6,9.92,25.8
55.45,32.62,43.3,0.94,55.45,38.8,2.08,44.6
55.48,32.59,43.33,0.94,55.48,38.77,2.07,44.6
55.28,32.88,43.17,0.94,55.28,39.01,2.11,44.6
55.6,35.22,42.01,0.93,55.6,39.6,2.49,44.6
55.45,35.16,42.01,0.93,55.45,39.58,2.47,44.6
53.63,34.29,41.33,0.93,53.63,38.48,2.87,44.6
72.34,35.28,37.94,0.64,72.34,37.52,9.98,12.3
71.88,35.45,37.94,0.64,71.88,37.66,9.98,12.3
72.64,35.38,37.76,0.63,72.64,37.49,9.98,12.3
72.22,35.45,37.85,0.64,72.22,37.58,9.98,12.3
73.66,34.88,37.69,0.63,73.66,37.14,9.98,12.3
